,sentiment,document
6069,2,MONTGOMERY | Selma inventor Don Chamberlain says he's running against incumbent U.S. Rep. Terri Sewell in Tuesday's general election to...
6070,2,"Saya mengirim 166 foto di Facebook dalam album ""JAVA JAZZ on the MOVE, Supermall Karawaci"" http://fb.me/1uipgT4e4 "
6071,1,UK: Chancellor Osborne try to sneak into 1st class train with standard ticket - Breaking News Buzz http://goo.gl/DHgFp 
6072,2,#Everton News - Krul will miss the Monday night clash with Everton and at least a further couple of ... - ChronicleL... http://ow.ly/1mqPCw 
6073,2,http://paper.li/angelneptustar/1312381156# … Boris Johnson Times. Ed moans abt George going 1st class but David Miliband travelled by Royal Jet. #boris johnson
6074,3,@OliverLaaance: Love! See you tomorrow at SM Sta. Rosa. 4pm ah! Yaaay. :D pic.twitter.com/QoHb19tb
6075,3,I really want @WakaFlockaBSM to tweet me since I bought 4 tickets to his concert October 9th Irving Plaza NYC
6076,1,Buses in the White Hart Lane & High Road N17 area may be subject to diversion & delays due to Tottenham Hotspur match
6077,3,Kinder Morgan (KMI) said Friday it agrees to pay $110M to settle investors' lawsuits related to its ac... http://seekingalpha.com/n/bcn5  $KMI
6078,2,Knicks vs Celtics until they take out Melo then gonna watch the Yankees Game. Guess it's looking like a Sports Saturday Night.
6079,3,Congratulations to NMRHS Marching Band on placing 1st in NESBA competition Saturday& for winning a gold medal at the MICCA competition today
6080,3,@10AJMcCarron AJ will you follow me for my birthday? Also looking really forward to seeing y'all Nov 10! :) my first college game :)
6081,2,"Names of those shortlisted 4 interviews Manyatta constituency by IEBC, r pinned on the IEBC notice board Embu town.interviews this fri & sat"
6082,2,"Wkd Wednesday tonight, #ThrowdownThursdays tomorrow night & Swag vs Class Saturday night at St David's CC all staring yours truely"
6083,3,"Photoset: For the adorable and loveable man, Song Joongki, Happy 27th Birthday! Despite your looks not... http://tmblr.co/ZxyU2xTgrkYz "
6084,2,January trip to Boston to see the Knicks Vs Celtics in the Boston Garden!
6085,3,The Record is looking for creative&&talented ppl. Join Prof.Thorbjornsen&&Dr.Beverly on the 10th from 3-4pm in Rose Parlor.
6086,2,"DHS College Connection Night - Monday, 10/22 - 6:00, All Purpose Room! Learn about FAFSA, Grants, Work Study and Loan Programs."
6087,2,"3 college reps on Wednesday the 26th. Otterbein, West Liberty, and Akron. Sign up by 8 AM if interested."
6088,2,I just watched part of #DWTS and cowboy Troy was on there singing I play chicken with a train. brings back 8th grade memories
6089,2,SA urged to save electricity - Eskom urged South Africans on Thursday to save electricity to reduce demand on the gr... http://ow.ly/2sZ2hK 
6090,1,Somebody braiding my hair tomorrow Idc who but if it doesn't look good I'm taking it out
6091,3,@RevJCMitchell Thought you might appreciate this photo taken of AJ at the Celebration Sunday better than anyone! pic.twitter.com/Rfa01cr5
6092,2,All my coworkers go to Brookwood. That's the only reason I may go to the game!
6093,1,"BJP doing drama to hide facts, says minister - The government Tuesday accused the Bharatiya Janata Party (BJP) of...http://bit.ly/OGlY53 "
6094,2,"The New York Stock Exchange and NASDAQ will both be open tomorrow. Also, reports of 3 feet of water in the NYSE are false."
6095,3,"Confirmed: Ice Cream Sandwich finally coming to the Droid Bionic tomorrow, October 19th http://dlvr.it/2LQK6n "
6096,2,BJP must clarify charges against Gadkari: Congress - The Congress Wednesday asked the Bharatiya Janata Party (BJP)...http://bit.ly/ShN70G 
6097,2,US President wannabe Rick Santorum won the Louisiana primary on Saturday - Breaking News Buzz http://goo.gl/yqGns 
6098,2,MVC weekly release with playoff scenarios. UCA can finish no higher than 5th and no lower than 6th: http://www.mvc-sports.com/msoccer/news/2012-13/6220/mens-soccer-weekly-notebook-regular-season-wraps-up-seedings-to-be-determined/ …
6099,2,3rd Question: (time 3 minutes) What is the state flower of Haryana? a. Lotus b. Rhododendron c. Golden Shower d. Not declared
6100,2,"Nick Gillespie on Real Time with Bill Maher, Friday 12/22, With Kirk Douglas, Rachel Maddow, Mort Zuckerman, &amp; M... http://ht.ly/1kLFfl "
6101,1,Congress lashes out at BJP over coal block issue: Lashing out at the Bharatiya Janata Party on Wednesday for its... http://bit.ly/RLhLv3 
6102,2,"Our TBox bartender, Bill Carter (http://www.billcarter.cc/ ) just published his 3rd book-""Boom Bust Boom""- come meet the... http://fb.me/2s7q8tjxZ "
6103,3,@bellaelly PS I have been seeing on our Chicago News about Henryville's new (old?) school.Have a good day tomorrow it is midnight already TC
6104,2,#WorldNews Sales of E L James' much talked about Fifty Shades of Grey trilogy fall for the first time in two mon... http://bbc.in/O82zZg 
6105,3,"#3DT Make sure you find your self at the ""S.E.C"" THiS Thursday for $3 Thursdays!!! $3 w/ College ID $5 w/ Reg. ID til 11pm!!! #iParty"
6106,3,DTN Pakistan: Pakistan hopeful of Bangladesh visit: Pakistan's cricket board said Sunday it hopes to arrange a t... http://bit.ly/VU0VCU 
6107,2,ICRC says working on contact with Lebanese hostages: The International Committee of the Red Cross said Thursday ... http://bit.ly/RcF7i8 
6108,1,"I hate watching movies like friday after next on VH1 , BET, MTV,& etc. because they take out the bad language -__-. It's no fun !"
6109,3,"I need to go find some sweets, then I'm outttt. Another 12 hour day of Marching Band tomorrow #NeverGetsOld"
6110,3,Last chance to see Silent House with drinks and a tour of the London Tombs tomorrow night! Enter now: http://www.thisisfakediy.co.uk/articles/film/win-tickets-to-silent-house-screening-at-london-tombs/ …
6111,3,"The Snickerdoodle-Strawberry Ice Cream Sandwich is BACK!!!! We'll be at the SR Wed. Night Mkt, Guernville Farm... http://fb.me/CRvaYngD "
6112,3,Mark Martin: Hello you! Good weekend so far? 'The Hot 20' is on but can One Direction hold onto 'Saturday... http://fb.me/263in4R6z 
6113,2,who is going to hammond friday or today
6114,3,"VeloNews: Tom Boonen happy with Amgen Tour so far, but hopes for first win in Sunday's final stage in L.A. Then ... http://bit.ly/M5FUMW "
6115,3,"Philly girls love going to Big Bangs, Kifs, Fat Tuesday, etc"
6116,1,Im not getting on twitter tomorrow because all my TL will consist of is a bunch of girls talking about Justin Beiber #AintGotTimeForThatShit
6117,3,The Orange County Armenian Festival is going on today and tomorrow 15 & 16 in Laguna Hills. Come and enjoy a... http://fb.me/1DJb7hCO2 
6118,3,Happy 21st b day @TheonlyAyrton looking forward to another trip to Knoxville
6119,2,Dwayne Bravo and Darren Sammy will donate their match fees from the 3rd ODI to the wife of Runako Morton...!! #WI
6120,3,Darren Sammy and Dwyane Bravo will donate der full 3rd match(Vs NZ) fee to Runako Morton's wife!! Dedicating it to a team man!! RIP Morton
6121,3,"I tell Katie there's supposed to be a good firework display in Banff this Saturday. She replies with ""oh right during the day yeah?"" Yeah."
6122,3,@Thinktastic are sponsoring the Education initiative of the year Award at #SocietyAwards12 tomorrow. Good luck to those shortlisted.
6123,2,"Don't Forget, tomorrow is the annual General Body meeting! Come out to learn more about ISAT and the organizations we are affiliated with!"
6124,2,March 1st should be officiall National Bieber Day where we get a day off school.
6125,3,Andre Villas-Boas talking like there may actually be some truth to the stories about Adebayor wanting to leave :'''''''). Great signing.
6126,3,"Good to see real progress on the cleanup and rebuilding in Henryville, IN from the March 2nd tornado. http://twitpic.com/b3jajp "
6127,1,Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life :: ... http://shar.es/uAXrA  via
6128,2,I uploaded a @YouTube video http://youtu.be/pA3puowiXqw?a  Kristin Chenoweth arrives at the 2nd Annual Hero Dog Awards
6129,2,"@joshsteen We're on a normal recording schedule again, Mondays around 6:00pm Eastern, would that work for you one Monday? 2/2"
6130,2,Sky picture of the day! #sky #clouds #nature #outside #sun #day #nofilter #instagood http://instagr.am/p/Rf6PmlJaxV/ 
6131,3,"Dear Christina Grimmie, you may not know it but sometimes your songs are all I need when I'm feeling down."
6132,1,I totally forgot Justin Biebers is going to Dallas tomorrow *Loads Up The Ak*
6133,2,Officially confirmed: Tom Boonen will ride at the Olympics this Saturday
6134,2,@MACCartel412 @Looney412 @jungphil609 just added to the June 15th show at Rex Theatre! @TOLLYBANDZ LIVE!!!
6135,3,"Had a good time with student teacher, Steve Emerson today at the home brew class. Next one will be June 2nd. pic.twitter.com/YYmfqd3c"
6136,3,Redlicki/Tahir are set to play Wichita State duo of Gregurovic/Nicol at 5 pm ET in the 1st round of doubles. #TulsaITA #goduke
6137,3,National Bieber Day in all the countries<3
6138,1,"Heres everybody's warning nobody better piss me off tomorrow, Idc who you are I'm gonna snap #done #imatmybreakingpoint #canttakethisanymore"
6139,3,"Got some great shots of the March Fourth Marching Band tonight at Americaplatz @Musikfest, they were fantastic!!!!"
6140,3,"Jim Luxford of East York with Calendar #1381619, our 1st $5,000 Daily Winner for September 11! http://bit.ly/CalendarLottery "
6141,3,"Studio tomorrow, all I can think about. Chillin with homies and working on new music"
6142,3,As of 2nite it goes down at Big Bangs..15th and Arch st..10-2am...crazy drink specials and more....Music by http://instagr.am/p/ROaM3oLH_3/ 
6143,2,THE INSIDER: South Africa can steal a march with robot olympics pitch
6144,2,"Colts owner Jim Irsay to donate $64,753 to @IndyStateFair victims fund. That's # of tickets distributed to tonight's game."
6145,2,"Monday Night Football is on tonight, right? #NFL #wishfulthinking"
6146,3,Excited to interview the new cast of DWTS tonight for E News! They have no idea what their in for ;)
6147,3,Looking to start the week with success! Lots of thoughts about tonight's MNF match between Man City & Swansea.
6148,3,The re-release of 'In Desolate Times' is available WORLDWIDE TODAY! Including BONUS TRACKS. Grab a copy and let us know what you think!
6149,2,I'm going to Cleveland tomorrow so I'll break up the losing streak. Verlander may help.
6150,2,RT @DerrickWard32: Monday Night FOotball vs the JETS 1st game of the year lets see what we are made of. Road to Indy feb 2012 starts 2nite
6151,3,"So pretty much im gonna believe that myt 10,000th tweet will come sometime tonight during the MNF game Jets at Texans on ESPN"
6152,3,"FLYING out to HOU Monday for the Jets-Texans Pre season MNF game! ""CANT WAIT"" #FLIGHTBOYS"
6153,3,Woot! So excited that I get to watch tonight's game. Go Colts!!
6154,3,"@DickieV Verlander is possibly ahead of CC, more SOs better ERA, but CC will bounce back after last night's outing like he always does"
6155,3,The takeaway from tonight's game: the Colts' run defense was HUGE. And Curtis Painter rightfully owes us all (us especially) a big finger.
6156,3,"Lucy Hale is trending worldwide! The girls from #PrettyLittleLiars are getting some love from the fans tonight. Congrats, @lucyyhale!"
6157,3,"Queen Latifah may be going 'Dancing': Remember when a ""DWTS"" insider confirmed to us that the show was aiming for a higher caliber of..."
6158,3,Tough week but tmrw is a fresh start. The only good thing about Monday is you get to start over. Plus @HoustonTexans are on MNF! #Greatness
6159,1,"hope i get to catch Monday Night Football tonight, havent got to see a game yet.....it's only preseason wk1, but feel like ive missed a lot"
6160,3,Kerry Collins may look like an old mouse... and hold on to the ball like one... but is a Curtis Painter experiment REALLY that much better?
6161,3,They figure they better get it all in tonight cause of Verlander tomorrow? Is that it? #Indians
6162,3,"Interesting visit with Terra Nova yesterday at Stoneleigh, blowing a hoolie and Voyager 2.2 wasn't moving, class tent."
6163,3,Good Friday Morning people!!! Redskins Friday...let's take care of the Colts tonight even w/o Payton Manning.
6164,1,Curtis Painter's finally going to get a shot tonight. I can't help but root for that guy!
6165,2,I've got a blog post coming up tomorrow. Topic? It's time to learn once and for all what Curtis Painter's got. Start the man. #Colts
6166,1,"Peyton Manning ......... NOOOOOOOOOOOOOOOOOOOO!!! If Curtis Painter is starting on Sunday, I am going to lose my shit."
6167,3,Big night. Going to watch the Cards thrash the Pirates for a bit and then the 2011 @nyjets debut on MNF. #CANTWAIT
6168,3,Since I'm a Redneck I'm gonna pull up to the Heritage game Friday blaring some Hank Williams with my cowboy hat and blue jeans #yeahbuddy
6169,1,@Plain_Pete yah I know it's on. But it keeps saying Monday night football and says MNF on the scoreboard. I'm just confused bc it's Thursday
6170,3,on the bright side DWTS cast cumin Mon. my girl Kym better b on &hav sum1 that she has a chance 2 win again! go Kym ! ;-)
6171,2,"It's going to be a somber set tonight for Curtis Painter's Nickelback cover band, Something In Your Mouth."
6172,3,"@FINALLEVEL RT Coco may be on the next season of DWTS. If she makes it, I'll watch the 1st episode. How about you? 407.916.1041 @SBKLIVE"
6173,1,Damn. If I was able to go today I could have watched the advanced screening of Terra Nova :(
6174,2,Where's a good place in Studio City/LA to watch Monday Night Football tonight? Lemme know!
6175,3,colts game was fun tonight. love spending time with my fam.
6176,3,TONITE IT GOES DOWN!!! STREET FM on 90.1FM in NY Broadcasting worldwide at www.wusb.fm OR watch inside the studio at www.justin.tv/streetfm
6177,1,#GoTexans v. the dirty #Jets football team on MNF tonight -
6178,3,"@owlcity wow, you're the reason why 2 topics trended worldwide today. Someone ought to be a happy little owl bunny toniiiight!"
6179,1,so Verlander is starting tomorrow against the Indians and I HAVE to stay over at work. booooooo
6180,1,Weird music mood today . Lots of Hank Williams and Johnny Cash running through the iphone.
6181,1,Worcestershire? What are you on about? Still coming down from your 1st half high? Worldwide fanbase is something #mcfc don't have! #MUFC
6182,3,"@owlcity hey Adam, your new album is trending worldwide yesterday. Thank to ur Indonesian fans! they're just can't wait!"
6183,1,"Man,I want to go fuxs with the homies @Hdashkane @ADdaCAPO @KEN2theFOOL tonite for MNF @ the #Horn but I can't:("
